,path,emotion
372,data/custom\03-01-03-01-02-02-13.wav,happy
373,data/custom\03-01-03-01-02-02-14.wav,happy
374,data/custom\03-01-03-01-02-02-15.wav,happy
375,data/custom\03-01-03-01-02-02-16.wav,happy
376,data/custom\03-01-03-01-02-02-17.wav,happy
377,data/custom\03-01-03-01-02-02-18.wav,happy
378,data/custom\03-01-03-01-02-02-19.wav,happy
379,data/custom\03-01-03-01-02-02-20.wav,happy
380,data/custom\03-01-03-01-02-02-21.wav,happy
381,data/custom\03-01-03-01-02-02-22.wav,happy
382,data/custom\03-01-03-01-02-02-23.wav,happy
383,data/custom\03-01-03-01-02-02-24.wav,happy
384,data/custom\03-01-03-02-01-01-01.wav,happy
385,data/custom\03-01-03-02-01-01-02.wav,happy
386,data/custom\03-01-03-02-01-01-03.wav,happy
387,data/custom\03-01-03-02-01-01-04.wav,happy
388,data/custom\03-01-03-02-01-01-05.wav,happy
389,data/custom\03-01-03-02-01-01-06.wav,happy
390,data/custom\03-01-03-02-01-01-07.wav,happy
391,data/custom\03-01-03-02-01-01-08.wav,happy
392,data/custom\03-01-03-02-01-01-09.wav,happy
393,data/custom\03-01-03-02-01-01-10.wav,happy
394,data/custom\03-01-03-02-01-01-11.wav,happy
395,data/custom\03-01-03-02-01-01-12.wav,happy
396,data/custom\03-01-03-02-01-01-13.wav,happy
397,data/custom\03-01-03-02-01-01-14.wav,happy
398,data/custom\03-01-03-02-01-01-15.wav,happy
399,data/custom\03-01-03-02-01-01-16.wav,happy
400,data/custom\03-01-03-02-01-01-17.wav,happy
401,data/custom\03-01-03-02-01-01-18.wav,happy
402,data/custom\03-01-03-02-01-01-19.wav,happy
403,data/custom\03-01-03-02-01-01-20.wav,happy
404,data/custom\03-01-03-02-01-01-21.wav,happy
405,data/custom\03-01-03-02-01-01-22.wav,happy
406,data/custom\03-01-03-02-01-01-23.wav,happy
407,data/custom\03-01-03-02-01-01-24.wav,happy
408,data/custom\03-01-03-02-01-02-01.wav,happy
409,data/custom\03-01-03-02-01-02-02.wav,happy
410,data/custom\03-01-03-02-01-02-03.wav,happy
411,data/custom\03-01-03-02-01-02-04.wav,happy
412,data/custom\03-01-03-02-01-02-05.wav,happy
413,data/custom\03-01-03-02-01-02-06.wav,happy
414,data/custom\03-01-03-02-01-02-07.wav,happy
415,data/custom\03-01-03-02-01-02-08.wav,happy
416,data/custom\03-01-03-02-01-02-09.wav,happy
417,data/custom\03-01-03-02-01-02-10.wav,happy
418,data/custom\03-01-03-02-01-02-11.wav,happy
419,data/custom\03-01-03-02-01-02-12.wav,happy
420,data/custom\03-01-03-02-01-02-13.wav,happy
421,data/custom\03-01-03-02-01-02-14.wav,happy
422,data/custom\03-01-03-02-01-02-15.wav,happy
423,data/custom\03-01-03-02-01-02-16.wav,happy
424,data/custom\03-01-03-02-01-02-17.wav,happy
425,data/custom\03-01-03-02-01-02-18.wav,happy
426,data/custom\03-01-03-02-01-02-19.wav,happy
427,data/custom\03-01-03-02-01-02-20.wav,happy
428,data/custom\03-01-03-02-01-02-21.wav,happy
429,data/custom\03-01-03-02-01-02-22.wav,happy
430,data/custom\03-01-03-02-01-02-23.wav,happy
431,data/custom\03-01-03-02-01-02-24.wav,happy
432,data/custom\03-01-03-02-02-01-01.wav,happy
433,data/custom\03-01-03-02-02-01-02.wav,happy
434,data/custom\03-01-03-02-02-01-03.wav,happy
435,data/custom\03-01-03-02-02-01-04.wav,happy
436,data/custom\03-01-03-02-02-01-05.wav,happy
437,data/custom\03-01-03-02-02-01-06.wav,happy
438,data/custom\03-01-03-02-02-01-07.wav,happy
439,data/custom\03-01-03-02-02-01-08.wav,happy
440,data/custom\03-01-03-02-02-01-09.wav,happy
441,data/custom\03-01-03-02-02-01-10.wav,happy
442,data/custom\03-01-03-02-02-01-11.wav,happy
443,data/custom\03-01-03-02-02-01-12.wav,happy
444,data/custom\03-01-03-02-02-01-13.wav,happy
445,data/custom\03-01-03-02-02-01-14.wav,happy
446,data/custom\03-01-03-02-02-01-15.wav,happy
447,data/custom\03-01-03-02-02-01-16.wav,happy
448,data/custom\03-01-03-02-02-01-17.wav,happy
449,data/custom\03-01-03-02-02-01-18.wav,happy
450,data/custom\03-01-03-02-02-01-19.wav,happy
451,data/custom\03-01-03-02-02-01-20.wav,happy
452,data/custom\03-01-03-02-02-01-21.wav,happy
453,data/custom\03-01-03-02-02-01-22.wav,happy
454,data/custom\03-01-03-02-02-01-23.wav,happy
455,data/custom\03-01-03-02-02-01-24.wav,happy
456,data/custom\03-01-03-02-02-02-01.wav,happy
457,data/custom\03-01-03-02-02-02-02.wav,happy
458,data/custom\03-01-03-02-02-02-03.wav,happy
459,data/custom\03-01-03-02-02-02-04.wav,happy
460,data/custom\03-01-03-02-02-02-05.wav,happy
461,data/custom\03-01-03-02-02-02-06.wav,happy
462,data/custom\03-01-03-02-02-02-07.wav,happy
463,data/custom\03-01-03-02-02-02-08.wav,happy
464,data/custom\03-01-03-02-02-02-09.wav,happy
465,data/custom\03-01-03-02-02-02-10.wav,happy
466,data/custom\03-01-03-02-02-02-11.wav,happy
467,data/custom\03-01-03-02-02-02-12.wav,happy
468,data/custom\03-01-03-02-02-02-13.wav,happy
469,data/custom\03-01-03-02-02-02-14.wav,happy
470,data/custom\03-01-03-02-02-02-15.wav,happy
471,data/custom\03-01-03-02-02-02-16.wav,happy
472,data/custom\03-01-03-02-02-02-17.wav,happy
473,data/custom\03-01-03-02-02-02-18.wav,happy
474,data/custom\03-01-03-02-02-02-19.wav,happy
475,data/custom\03-01-03-02-02-02-20.wav,happy
476,data/custom\03-01-03-02-02-02-21.wav,happy
477,data/custom\03-01-03-02-02-02-22.wav,happy
478,data/custom\03-01-03-02-02-02-23.wav,happy
479,data/custom\03-01-03-02-02-02-24.wav,happy
480,data/custom\03-01-04-01-01-01-01.wav,sad
481,data/custom\03-01-04-01-01-01-02.wav,sad
482,data/custom\03-01-04-01-01-01-03.wav,sad
483,data/custom\03-01-04-01-01-01-04.wav,sad
484,data/custom\03-01-04-01-01-01-05.wav,sad
485,data/custom\03-01-04-01-01-01-06.wav,sad
486,data/custom\03-01-04-01-01-01-07.wav,sad
487,data/custom\03-01-04-01-01-01-08.wav,sad
488,data/custom\03-01-04-01-01-01-09.wav,sad
489,data/custom\03-01-04-01-01-01-10.wav,sad
490,data/custom\03-01-04-01-01-01-11.wav,sad
491,data/custom\03-01-04-01-01-01-12.wav,sad
492,data/custom\03-01-04-01-01-01-13.wav,sad
493,data/custom\03-01-04-01-01-01-14.wav,sad
494,data/custom\03-01-04-01-01-01-15.wav,sad
495,data/custom\03-01-04-01-01-01-16.wav,sad
496,data/custom\03-01-04-01-01-01-17.wav,sad
497,data/custom\03-01-04-01-01-01-18.wav,sad
498,data/custom\03-01-04-01-01-01-19.wav,sad
499,data/custom\03-01-04-01-01-01-20.wav,sad
500,data/custom\03-01-04-01-01-01-21.wav,sad
501,data/custom\03-01-04-01-01-01-22.wav,sad
502,data/custom\03-01-04-01-01-01-23.wav,sad
503,data/custom\03-01-04-01-01-01-24.wav,sad
504,data/custom\03-01-04-01-01-02-01.wav,sad
505,data/custom\03-01-04-01-01-02-02.wav,sad
506,data/custom\03-01-04-01-01-02-03.wav,sad
507,data/custom\03-01-04-01-01-02-04.wav,sad
508,data/custom\03-01-04-01-01-02-05.wav,sad
509,data/custom\03-01-04-01-01-02-06.wav,sad
510,data/custom\03-01-04-01-01-02-07.wav,sad
511,data/custom\03-01-04-01-01-02-08.wav,sad
512,data/custom\03-01-04-01-01-02-09.wav,sad
513,data/custom\03-01-04-01-01-02-10.wav,sad
